Sample	LeftGene	RightGene	LeftGene_Name	RigthGene_Name	FFPM
2260_PR40972a	ENSG00000174004	ENSG00000153071	NRROS	DAB2	1.3237
2260_PR40972a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.1
2260_PR40972a	ENSG00000113460	ENSG00000137764	BRIX1	MAP2K5	0.7213
2260_PR40972a	ENSG00000113569	ENSG00000110799	NUP155	VWF	0.289
2260_PR40972a	ENSG00000183066	ENSG00000112992	WBP2NL	NNT	0.6453
2260_PR40972a	ENSG00000151881	ENSG00000213923	C5orf28	CSNK1E	0.4661
2260_PR40972a	ENSG00000215440	ENSG00000069869	NPEPL1	NEDD4	0.4848
2260_PR40972a	ENSG00000103995	ENSG00000114744	CEP152	COMMD2	0.4847
2260_PR40972a	ENSG00000113460	ENSG00000137764	BRIX1	MAP2K5	0.5091
2260_PR40972a	ENSG00000099917	ENSG00000113387	MED15	SUB1	0.5221
2260_PR40972a	ENSG00000112992	ENSG00000243156	NNT	MICAL3	0.4101
2260_PR40972a	ENSG00000082996	ENSG00000149658	RNF13	YTHDF1	0.5034
2260_PR40972a	ENSG00000102804	ENSG00000113100	TSC22D1	CDH9	0.5181
2260_PR40972a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2051
2260_PR40972a	ENSG00000151881	ENSG00000213923	C5orf28	CSNK1E	0.2051
2260_PR40972a	ENSG00000129003	ENSG00000087495	VPS13C	PHACTR3	0.261
2260_PR40972a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.261
2260_PR40972a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1864
2260_PR40972a	ENSG00000124164	ENSG00000171700	VAPB	RGS19	0.2423
2260_PR40972a	ENSG00000133424	ENSG00000174444	LARGE	RPL4	0.2237
2260_PR40972a	ENSG00000082996	ENSG00000090487	RNF13	SPG21	0.2344
2260_PR40972a	ENSG00000134899	ENSG00000113569	ERCC5	NUP155	0.1492
2260_PR40972a	ENSG00000092439	ENSG00000082996	TRPM7	RNF13	0.2238
2260_PR40972a	ENSG00000237476	ENSG00000015475	XXbac-B135H6.15	BID	0.1305
2260_PR40972a	ENSG00000082213	ENSG00000179399	C5orf22	GPC5	0.1305
2260_PR40972a	ENSG00000164327	ENSG00000223553	RICTOR	SMPD4P1	0.1305
2260_PR40972a	ENSG00000037474	ENSG00000248973	NSUN2	RP11-445O3.2	0.1376
2260_PR40972a	ENSG00000037474	ENSG00000248973	NSUN2	RP11-445O3.2	0.1607
2260_PR40972a	ENSG00000112992	ENSG00000183066	NNT	WBP2NL	0.1025
2260_PR40972a	ENSG00000082068	ENSG00000164187	WDR70	LMBRD2	0.1212
2260_PR40972a	ENSG00000082068	ENSG00000164187	WDR70	LMBRD2	0.1212
2260_PR40972a	ENSG00000112992	ENSG00000183066	NNT	WBP2NL	0.1026
2260_PR40973a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.3073
2260_PR40973a	ENSG00000124562	ENSG00000204356	SNRPC	NELFE	0.2634
2260_PR40973a	ENSG00000153046	ENSG00000111846	CDYL	GCNT2	0.1756
2260_PR40973a	ENSG00000112079	ENSG00000166278	STK38	C2	0.1317
2260_PR40973a	ENSG00000169905	ENSG00000058668	TOR1AIP2	ATP2B4	0.1317
2260_PR40973a	ENSG00000198563	ENSG00000183826	DDX39B	BTBD9	0.1317
2260_PR40976a	ENSG00000113384	ENSG00000198382	GOLPH3	UVRAG	3.4193
2260_PR40976a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.1635
2260_PR40976a	ENSG00000198382	ENSG00000151365	UVRAG	THRSP	0.9735
2260_PR40976a	ENSG00000198382	ENSG00000113384	UVRAG	GOLPH3	1.3211
2260_PR40976a	ENSG00000166004	ENSG00000250519	KIAA1731	RP11-680H20.2	0.9023
2260_PR40976a	ENSG00000149218	ENSG00000198382	ENDOD1	UVRAG	0.7598
2260_PR40976a	ENSG00000108557	ENSG00000006740	RAI1	ARHGAP44	0.5699
2260_PR40976a	ENSG00000082213	ENSG00000180773	C5orf22	SLC36A4	0.4903
2260_PR40976a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2849
2260_PR40976a	ENSG00000078124	ENSG00000254975	ACER3	RP11-672A2.3	0.3086
2260_PR40976a	ENSG00000082213	ENSG00000180773	C5orf22	SLC36A4	0.3267
2260_PR40976a	ENSG00000173120	ENSG00000255082	KDM2A	GRM5-AS1	0.2849
2260_PR40976a	ENSG00000151366	ENSG00000112902	NDUFC2	SEMA5A	0.2611
2260_PR40976a	ENSG00000165895	ENSG00000250048	ARHGAP42	LINC00603	0.2374
2260_PR40976a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1544
2260_PR40976a	ENSG00000169118	ENSG00000188107	CSNK1G1	EYS	0.2322
2260_PR40976a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.19
2260_PR40976a	ENSG00000137672	ENSG00000137693	TRPC6	YAP1	0.1187
2260_PR40976a	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.1187
2260_PR40976a	ENSG00000173120	ENSG00000255082	KDM2A	GRM5-AS1	0.1187
2260_PR40976a	ENSG00000137693	ENSG00000149256	YAP1	TENM4	0.1662
2260_PR40976a	ENSG00000198382	ENSG00000113384	UVRAG	GOLPH3	0.1035
2260_PR40976a	ENSG00000082213	ENSG00000180773	C5orf22	SLC36A4	0.109
2260_PR40976a	ENSG00000027075	ENSG00000232774	PRKCH	RP11-47I22.3	0.1187
2260_PR40976a	ENSG00000090273	ENSG00000117602	NUDC	RCAN3	0.1187
2260_PR40976a	ENSG00000187240	ENSG00000150672	DYNC2H1	DLG2	0.1662
2260_PR40978d	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.5162
2260_PR40978d	ENSG00000105889	ENSG00000136237	STEAP1B	RAPGEF5	0.3169
2260_PR40978d	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.2382
2260_PR40978d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2911
2260_PR40978d	ENSG00000099810	ENSG00000240498	MTAP	CDKN2B-AS1	0.278
2260_PR40978d	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.1456
2260_PR40978d	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1058
2260_PR40978d	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1191
2260_PR40978d	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.2514
2260_PR40978d	ENSG00000099810	ENSG00000215221	MTAP	UBA52P6	0.1058
2260_PR40980a	ENSG00000086848	ENSG00000162105	ALG9	SHANK2	0.5861
2260_PR40980a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.4262
2260_PR40980a	ENSG00000239857	ENSG00000188191	GET4	PRKAR1B	0.5061
2260_PR40980a	ENSG00000106546	ENSG00000164877	AHR	MICALL2	0.5594
2260_PR40980a	ENSG00000106070	ENSG00000136267	GRB10	DGKB	0.3463
2260_PR40980a	ENSG00000122970	ENSG00000139438	IFT81	FAM222A	0.2664
2260_PR40980a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1865
2260_PR40980a	ENSG00000113448	ENSG00000155974	PDE4D	GRIP1	0.1865
2260_PR40980a	ENSG00000198818	ENSG00000039560	SFT2D1	RAI14	0.1598
2260_PR40980a	ENSG00000198818	ENSG00000039560	SFT2D1	RAI14	0.1598
2260_PR40980a	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1598
2260_PR40980a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1332
2260_PR40980a	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1066
2260_PR40980a	ENSG00000154122	ENSG00000248537	ANKH	CTD-2201E9.4	0.1066
2260_PR40980a	ENSG00000256248	ENSG00000155974	RP11-123O10.4	GRIP1	0.1332
2260_PR40980a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1065
2260_PR40980a	ENSG00000146587	ENSG00000215018	RBAK	COL28A1	0.1065
2260_PR40980a	ENSG00000113384	ENSG00000132357	GOLPH3	CARD6	0.1065
2260_PR40980a	ENSG00000110237	ENSG00000170962	ARHGEF17	PDGFD	0.1065
2260_PR40980d	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.2464
2260_PR40980d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2875
2260_PR40980d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1643
2260_PR40980d	ENSG00000113448	ENSG00000155974	PDE4D	GRIP1	0.1232
2260_PR40982a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.4343
2260_PR40982a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1629
2260_PR40982a	ENSG00000137073	ENSG00000155158	UBAP2	TTC39B	0.19
2260_PR40982a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.2443
2260_PR40982a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1086
2260_PR40982a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1086
2260_PR40982a	ENSG00000086102	ENSG00000137073	NFX1	UBAP2	0.2172
2260_PR40983a	ENSG00000251369	ENSG00000214530	ZNF550	STARD10	0.3393
2260_PR40983a	ENSG00000108953	ENSG00000083457	YWHAE	ITGAE	0.1851
2260_PR40983a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.108
2260_PR40983a	ENSG00000073921	ENSG00000137491	PICALM	SLCO2B1	0.1079
2260_PR40983d	ENSG00000141867	ENSG00000099308	BRD4	MAST3	2.0029
2260_PR40983d	ENSG00000073921	ENSG00000137491	PICALM	SLCO2B1	1.9184
2260_PR40983d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.1002
2260_PR40983d	ENSG00000131626	ENSG00000105146	PPFIA1	AURKC	0.4796
2260_PR40983d	ENSG00000251369	ENSG00000214530	ZNF550	STARD10	0.6771
2260_PR40983d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2821
2260_PR40983d	ENSG00000118363	ENSG00000151376	SPCS2	ME3	0.3103
2260_PR40983d	ENSG00000070366	ENSG00000171914	SMG6	TLN2	0.3103
2260_PR40983d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.2539
2260_PR40983d	ENSG00000104044	ENSG00000258853	OCA2	RP11-30G8.1	0.2539
2260_PR40983d	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.2257
2260_PR40983d	ENSG00000173120	ENSG00000256568	KDM2A	RP11-800A3.3	0.2821
2260_PR40983d	ENSG00000126858	ENSG00000008838	RHOT1	MED24	0.2257
2260_PR40983d	ENSG00000143061	ENSG00000082515	IGSF3	MRPL22	0.2257
2260_PR40983d	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1411
2260_PR40983d	ENSG00000160113	ENSG00000005249	NR2F6	PRKAR2B	0.1411
2260_PR40983d	ENSG00000225663	ENSG00000185624	FAM195B	P4HB	0.1411
2260_PR40983d	ENSG00000075420	ENSG00000109674	FNDC3B	NEIL3	0.1128
2260_PR40983d	ENSG00000125633	ENSG00000223523	CCDC93	AC079613.1	0.1128
2260_PR40983d	ENSG00000176623	ENSG00000249859	RMDN1	PVT1	0.141
2260_PR40983d	ENSG00000137478	ENSG00000168040	FCHSD2	FADD	0.1128
2260_PR40983e	ENSG00000198695	ENSG00000149305	MT-ND6	HTR3B	0.2463
2260_PR40983e	ENSG00000056586	ENSG00000240990	RC3H2	HOXA11-AS	0.1478
2260_PR40984a	ENSG00000110075	ENSG00000149256	PPP6R3	TENM4	1.3873
2260_PR40984a	ENSG00000149716	ENSG00000141720	ORAOV1	PIP4K2B	1.0708
2260_PR40984a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.8114
2260_PR40984a	ENSG00000160551	ENSG00000173120	TAOK1	KDM2A	0.6674
2260_PR40984a	ENSG00000149231	ENSG00000176927	CCDC82	EFCAB5	0.3141
2260_PR40984a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1963
2260_PR40984a	ENSG00000033327	ENSG00000150672	GAB2	DLG2	0.2094
2260_PR40984a	ENSG00000137502	ENSG00000246174	RAB30	KCTD21-AS1	0.2528
2260_PR40984a	ENSG00000105889	ENSG00000136237	STEAP1B	RAPGEF5	0.1832
2260_PR40984a	ENSG00000236740	ENSG00000146147	RP11-411K7.1	MLIP	0.2042
2260_PR40984a	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.1178
2260_PR40984a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1178
2260_PR40984a	ENSG00000178573	ENSG00000261722	MAF	RP11-679B19.2	0.1178
2260_PR40984a	ENSG00000149716	ENSG00000141720	ORAOV1	PIP4K2B	0.1071
2260_PR40984a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.2107
2260_PR40984a	ENSG00000228741	ENSG00000182957	RP11-309I15.1	SPATA13	0.1018
2260_PR40984a	ENSG00000137502	ENSG00000255555	RAB30	AP000857.3	0.1047
2260_PR40984a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1439
2260_PR40985a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	1.6809
2260_PR40985a	ENSG00000150753	ENSG00000112232	CCT5	KHDRBS2	1.731
2260_PR40985a	ENSG00000117020	ENSG00000155011	AKT3	DKK2	0.6438
2260_PR40985a	ENSG00000073578	ENSG00000113504	SDHA	SLC12A7	0.4434
2260_PR40985a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2591
2260_PR40985a	ENSG00000100393	ENSG00000124749	EP300	COL21A1	0.3362
2260_PR40985a	ENSG00000179603	ENSG00000145214	GRM8	DGKQ	0.1931
2260_PR40985a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1502
2260_PR40985a	ENSG00000184208	ENSG00000185686	C22orf46	PRAME	0.1431
2260_PR40985a	ENSG00000186716	ENSG00000184117	BCR	NIPSNAP1	0.1288
2260_PR40985a	ENSG00000105889	ENSG00000136237	STEAP1B	RAPGEF5	0.1502
2260_PR40985a	ENSG00000197386	ENSG00000117335	HTT	CD46	0.1729
2260_PR40985a	ENSG00000002549	ENSG00000184305	LAP3	CCSER1	0.1216
2260_PR40985a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1224
2260_PR40985a	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.1359
2260_PR40986a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.208
2260_PR40986a	ENSG00000139218	ENSG00000177119	SCAF11	ANO6	0.1981
2260_PR40986a	ENSG00000170759	ENSG00000132155	KIF5B	RAF1	0.1783
2260_PR40986a	ENSG00000068912	ENSG00000231609	ERLEC1	AC009501.4	0.1387
2260_PR40986a	ENSG00000120215	ENSG00000138593	MLANA	SECISBP2L	0.1189
2260_PR40986a	ENSG00000028310	ENSG00000214595	BRD9	EML6	0.1288
2260_PR40986d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.6373
2260_PR40986d	ENSG00000170759	ENSG00000132155	KIF5B	RAF1	0.5215
2260_PR40986d	ENSG00000068912	ENSG00000231609	ERLEC1	AC009501.4	0.5794
2260_PR40986d	ENSG00000072803	ENSG00000072571	FBXW11	HMMR	0.4508
2260_PR40986d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.5214
2260_PR40986d	ENSG00000134318	ENSG00000157445	ROCK2	CACNA2D3	0.5214
2260_PR40986d	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.2897
2260_PR40986d	ENSG00000153179	ENSG00000099204	RASSF3	ABLIM1	0.2897
2260_PR40986d	ENSG00000120215	ENSG00000138593	MLANA	SECISBP2L	0.4056
2260_PR40986d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2318
2260_PR40986d	ENSG00000139218	ENSG00000177119	SCAF11	ANO6	0.5215
2260_PR40986d	ENSG00000155093	ENSG00000146842	PTPRN2	TMEM209	0.1738
2260_PR40986d	ENSG00000013588	ENSG00000153179	GPRC5A	RASSF3	0.2317
2260_PR40986d	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1448
2260_PR40986d	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1159
2260_PR40986d	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1159
2260_PR40986d	ENSG00000068885	ENSG00000186432	IFT80	KPNA4	0.1159
2260_PR40986d	ENSG00000135842	ENSG00000116667	FAM129A	C1orf21	0.1159
2260_PR40986d	ENSG00000131873	ENSG00000259755	CHSY1	RP11-505E24.2	0.1159
2260_PR40986d	ENSG00000042980	ENSG00000188559	ADAM28	RALGAPA2	0.1159
2260_PR40986d	ENSG00000126870	ENSG00000106554	WDR60	CHCHD3	0.1738
2260_PR40986d	ENSG00000213625	ENSG00000116678	LEPROT	LEPR	0.1738
2260_PR40986d	ENSG00000072803	ENSG00000072571	FBXW11	HMMR	0.1286
2260_PR40986d	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1158
2260_PR40986d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1738
2260_PR40986d	ENSG00000106554	ENSG00000174469	CHCHD3	CNTNAP2	0.1738
2260_PR40987a	ENSG00000146592	ENSG00000106031	CREB5	HOXA13	1.6941
2260_PR40987a	ENSG00000148737	ENSG00000099256	TCF7L2	PRTFDC1	1.5553
2260_PR40987a	ENSG00000145555	ENSG00000198286	MYO10	CARD11	1.3053
2260_PR40987a	ENSG00000151025	ENSG00000151532	GPR158	VTI1A	1.3608
2260_PR40987a	ENSG00000092421	ENSG00000170921	SEMA6A	TANC2	0.8054
2260_PR40987a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.722
2260_PR40987a	ENSG00000106012	ENSG00000122574	IQCE	WIPF3	0.361
2260_PR40987a	ENSG00000042286	ENSG00000184381	AIFM2	PLA2G6	0.5554
2260_PR40987a	ENSG00000106069	ENSG00000122574	CHN2	WIPF3	0.2777
2260_PR40987a	ENSG00000100150	ENSG00000183530	DEPDC5	PRR14L	0.2499
2260_PR40987a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.361
2260_PR40987a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1389
2260_PR40987a	ENSG00000169862	ENSG00000154162	CTNND2	CDH12	0.1389
2260_PR40987a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1111
2260_PR40987a	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1111
2260_PR40987a	ENSG00000151025	ENSG00000225292	GPR158	RP11-57H14.3	0.1111
2260_PR40987a	ENSG00000117054	ENSG00000057468	ACADM	MSH4	0.1666
2260_PR40987a	ENSG00000122574	ENSG00000106009	WIPF3	BRAT1	0.1111
2260_PR40987a	ENSG00000148634	ENSG00000197467	HERC4	COL13A1	0.111
2260_PR40987d	ENSG00000151025	ENSG00000151532	GPR158	VTI1A	3.191
2260_PR40987d	ENSG00000146592	ENSG00000106031	CREB5	HOXA13	2.4442
2260_PR40987d	ENSG00000148737	ENSG00000099256	TCF7L2	PRTFDC1	1.386
2260_PR40987d	ENSG00000145555	ENSG00000198286	MYO10	CARD11	1.5615
2260_PR40987d	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.5092
2260_PR40987d	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.6111
2260_PR40987d	ENSG00000169862	ENSG00000154162	CTNND2	CDH12	0.4074
2260_PR40987d	ENSG00000092421	ENSG00000170921	SEMA6A	TANC2	0.4413
2260_PR40987d	ENSG00000146592	ENSG00000249781	CREB5	CTD-2143L24.1	0.5031
2260_PR40987d	ENSG00000122574	ENSG00000106009	WIPF3	BRAT1	0.2716
2260_PR40987d	ENSG00000148737	ENSG00000099256	TCF7L2	PRTFDC1	0.2774
2260_PR40987d	ENSG00000151025	ENSG00000225292	GPR158	RP11-57H14.3	0.2376
2260_PR40987d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1697
2260_PR40987d	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1697
2260_PR40987d	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.2036
2260_PR40987d	ENSG00000146592	ENSG00000249781	CREB5	CTD-2143L24.1	0.2098
2260_PR40987d	ENSG00000056097	ENSG00000198677	ZFR	TTC37	0.1358
2260_PR40987d	ENSG00000100150	ENSG00000183530	DEPDC5	PRR14L	0.1697
2260_PR40987d	ENSG00000042286	ENSG00000184381	AIFM2	PLA2G6	0.2712
2260_PR40987d	ENSG00000128815	ENSG00000138294	WDFY4	MSMB	0.1018
2260_PR40987d	ENSG00000252866	ENSG00000201185	RNA5SP243	RNA5SP202	0.1018
2260_PR40987d	ENSG00000197147	ENSG00000171488	LRRC8B	LRRC8C	0.1018
2260_PR40987d	ENSG00000106392	ENSG00000164362	C1GALT1	TERT	0.1357
2260_PR40987d	ENSG00000099256	ENSG00000148737	PRTFDC1	TCF7L2	0.1018
2260_PR40987d	ENSG00000042286	ENSG00000184381	AIFM2	PLA2G6	0.204
2260_PR40987d	ENSG00000146592	ENSG00000005073	CREB5	HOXA11	0.1697
2260_PR40988a	ENSG00000126870	ENSG00000106554	WDR60	CHCHD3	2.3607
2260_PR40988a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.5674
2260_PR40988a	ENSG00000155093	ENSG00000146842	PTPRN2	TMEM209	0.488
2260_PR40988a	ENSG00000105887	ENSG00000155093	MTPN	PTPRN2	0.4426
2260_PR40988a	ENSG00000106554	ENSG00000174469	CHCHD3	CNTNAP2	0.4086
2260_PR40988a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.21
2260_PR40988a	ENSG00000085662	ENSG00000009335	AKR1B1	UBE3C	0.227
2260_PR40988a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1671
2260_PR40988a	ENSG00000106554	ENSG00000211745	CHCHD3	TRBV4-2	0.1815
2260_PR40988a	ENSG00000231721	ENSG00000106554	MKLN1-AS1	CHCHD3	0.2079
2260_PR40988a	ENSG00000219545	ENSG00000106415	RPA3-AS1	GLCCI1	0.1702
2260_PR40988a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1475
2260_PR40988a	ENSG00000184863	ENSG00000009335	RBM33	UBE3C	0.3631
2260_PR40988a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1021
2260_PR40988a	ENSG00000170525	ENSG00000215244	PFKFB3	RP11-563J2.2	0.1021
2260_PR40988a	ENSG00000009335	ENSG00000221866	UBE3C	PLXNA4	0.1475
2260_PR40988a	ENSG00000106554	ENSG00000106459	CHCHD3	NRF1	0.2026
2260_PR40988a	ENSG00000131558	ENSG00000106554	EXOC4	CHCHD3	0.2723
2260_PR40988a	ENSG00000243993	ENSG00000163637	RP11-14D22.2	PRICKLE2	0.1021
2260_PR40988a	ENSG00000255864	ENSG00000134532	RP11-444D3.1	SOX5	0.111
2260_PR40988a	ENSG00000243444	ENSG00000241978	PALM2	AKAP2	0.1021
2260_PR40989a	ENSG00000100201	ENSG00000100206	DDX17	DMC1	1.3727
2260_PR40989a	ENSG00000109654	ENSG00000198589	TRIM2	LRBA	0.6464
2260_PR40989a	ENSG00000198492	ENSG00000142687	YTHDF2	KIAA0319L	0.3767
2260_PR40989a	ENSG00000062282	ENSG00000021300	DGAT2	PLEKHB1	0.3352
2260_PR40989a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.2155
2260_PR40989a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1595
2260_PR40989a	ENSG00000105889	ENSG00000136237	STEAP1B	RAPGEF5	0.1832
2260_PR40989a	ENSG00000153147	ENSG00000137601	SMARCA5	NEK1	0.2474
2260_PR40989a	ENSG00000100345	ENSG00000166862	MYH9	CACNG2	0.2394
2260_PR40989a	ENSG00000133657	ENSG00000072518	ATP13A3	MARK2	0.1836
2260_PR40989a	ENSG00000115687	ENSG00000105983	PASK	LMBR1	0.1995
2260_PR40989a	ENSG00000153814	ENSG00000005020	JAZF1	SKAP2	0.1714
2260_PR40989a	ENSG00000204740	ENSG00000120594	C10orf112	PLXDC2	0.1277
2260_PR40989a	ENSG00000272053	ENSG00000111913	RP11-367G6.3	FAM65B	0.1038
2260_PR40989a	ENSG00000203727	ENSG00000111961	SAMD5	SASH1	0.1197
2260_PR40989a	ENSG00000159733	ENSG00000172264	ZFYVE28	MACROD2	0.1596
2260_PR40989a	ENSG00000198382	ENSG00000185085	UVRAG	INTS5	0.1516
2260_PR40989a	ENSG00000114315	ENSG00000127249	HES1	ATP13A4	0.1117
2260_PR40989a	ENSG00000058091	ENSG00000187416	CDK14	LHFPL3	0.1356
2260_PR40990a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.9194
2260_PR40990a	ENSG00000110075	ENSG00000137474	PPP6R3	MYO7A	0.8833
2260_PR40990a	ENSG00000148396	ENSG00000148400	SEC16A	NOTCH1	0.6129
2260_PR40990a	ENSG00000123684	ENSG00000143493	LPGAT1	INTS7	0.3692
2260_PR40990a	ENSG00000138297	ENSG00000214982	TIMM23	PARGP1	0.1893
2260_PR40990a	ENSG00000108061	ENSG00000203867	SHOC2	RBM20	0.1983
2260_PR40990a	ENSG00000166439	ENSG00000255362	RNF169	RP11-619A14.3	0.2344
2260_PR40990a	ENSG00000048649	ENSG00000255362	RSF1	RP11-619A14.3	0.2524
2260_PR40990a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1718
2260_PR40990a	ENSG00000111752	ENSG00000166535	PHC1	A2ML1	0.2343
2260_PR40990a	ENSG00000123684	ENSG00000143493	LPGAT1	INTS7	0.2076
2260_PR40990a	ENSG00000010244	ENSG00000141314	ZNF207	RHBDL3	0.1442
2260_PR40990a	ENSG00000225851	ENSG00000206503	HLA-S	HLA-A	0.1442
2260_PR40990a	ENSG00000185651	ENSG00000100023	UBE2L3	PPIL2	0.1442
2260_PR40990a	ENSG00000206952	ENSG00000125107	SNORA50	CNOT1	0.1262
2260_PR40990a	ENSG00000031081	ENSG00000114638	ARHGAP31	UPK1B	0.119
2260_PR40990a	ENSG00000261567	ENSG00000131149	RP11-680G10.1	GSE1	0.1443
2260_PR40990a	ENSG00000108799	ENSG00000108344	EZH1	PSMD3	0.1443
2260_PR40990a	ENSG00000047315	ENSG00000251339	POLR2B	RP11-506N2.1	0.1081
2260_PR40994a	ENSG00000219438	ENSG00000188677	FAM19A5	PARVB	1.7907
2260_PR40994a	ENSG00000231121	ENSG00000067798	RP1-34H18.1	NAV3	0.9699
2260_PR40994a	ENSG00000173120	ENSG00000173227	KDM2A	SYT12	0.7248
2260_PR40994a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.2519
2260_PR40994a	ENSG00000124198	ENSG00000196074	ARFGEF2	SYCP2	0.2345
2260_PR40994a	ENSG00000123892	ENSG00000184384	RAB38	MAML2	0.2558
2260_PR40994a	ENSG00000099991	ENSG00000145990	CABIN1	GFOD1	0.2238
2260_PR40994a	ENSG00000099917	ENSG00000242753	MED15	RP11-716O23.2	0.2345
2260_PR40994a	ENSG00000130338	ENSG00000236537	TULP4	RP11-732M18.3	0.1424
2260_PR40994a	ENSG00000025293	ENSG00000101353	PHF20	MROH8	0.1705
